peak_name,year,season,sex,success,died,injury_type
Ama Dablam,2001,Autumn,M,FALSE,FALSE,NA
Ama Dablam,2001,Autumn,M,FALSE,FALSE,NA
Ama Dablam,2001,Autumn,M,FALSE,FALSE,NA
Ama Dablam,2001,Autumn,M,FALSE,FALSE,NA
Ama Dablam,2001,Autumn,M,TRUE,FALSE,NA
Ama Dablam,2001,Autumn,M,FALSE,FALSE,NA
Ama Dablam,2001,Autumn,M,TRUE,FALSE,NA
Ama Dablam,2001,Autumn,M,TRUE,FALSE,NA
Ama Dablam,2001,Autumn,M,TRUE,FALSE,NA
Ama Dablam,2001,Winter,M,FALSE,FALSE,NA
Ama Dablam,2001,Winter,M,FALSE,FALSE,NA
Ama Dablam,2001,Winter,M,FALSE,FALSE,NA
Ama Dablam,2001,Winter,M,FALSE,FALSE,NA
Ama Dablam,2001,Winter,M,FALSE,FALSE,NA
Ama Dablam,2001,Winter,F,FALSE,FALSE,NA
Ama Dablam,2001,Winter,M,TRUE,FALSE,NA
Ama Dablam,2001,Winter,M,TRUE,FALSE,NA
Ama Dablam,2001,Winter,M,FALSE,FALSE,NA
Ama Dablam,2001,Winter,M,FALSE,FALSE,NA
Ama Dablam,2001,Winter,M,FALSE,FALSE,NA
Ama Dablam,2001,Winter,M,FALSE,FALSE,NA
Ama Dablam,2001,Winter,M,TRUE,FALSE,NA
Ama Dablam,2001,Winter,M,TRUE,FALSE,NA
Annapurna III,2001,Autumn,M,FALSE,FALSE,NA
Annapurna III,2001,Autumn,M,FALSE,FALSE,NA
Annapurna III,2001,Autumn,M,FALSE,FALSE,NA
Annapurna III,2001,Autumn,M,FALSE,FALSE,NA
Annapurna IV,2001,Autumn,M,FALSE,FALSE,NA
Annapurna IV,2001,Autumn,F,FALSE,FALSE,NA
Annapurna IV,2001,Autumn,M,FALSE,FALSE,NA
Annapurna IV,2001,Autumn,M,FALSE,FALSE,NA
Annapurna IV,2001,Autumn,M,FALSE,FALSE,NA
Annapurna IV,2001,Autumn,F,FALSE,FALSE,NA
Annapurna IV,2001,Autumn,M,FALSE,FALSE,NA
Annapurna IV,2001,Autumn,M,FALSE,FALSE,NA
Annapurna IV,2001,Autumn,M,FALSE,FALSE,NA
Annapurna IV,2001,Autumn,F,FALSE,FALSE,NA
Annapurna IV,2001,Autumn,M,FALSE,FALSE,NA
Annapurna IV,2001,Autumn,M,FALSE,FALSE,NA
Annapurna IV,2001,Autumn,M,FALSE,FALSE,NA
Annapurna IV,2001,Autumn,M,FALSE,FALSE,NA
Annapurna IV,2001,Autumn,M,FALSE,FALSE,NA
Annapurna IV,2001,Autumn,M,FALSE,FALSE,NA
Annapurna IV,2001,Autumn,M,FALSE,FALSE,NA
Annapurna IV,2001,Autumn,M,TRUE,FALSE,NA
Api Main,2001,Autumn,M,TRUE,FALSE,NA
Api Main,2001,Autumn,F,FALSE,FALSE,NA
Api Main,2001,Autumn,M,TRUE,FALSE,NA
Api Main,2001,Autumn,M,TRUE,FALSE,NA
Api Main,2001,Autumn,M,TRUE,FALSE,NA
Api Main,2001,Autumn,M,TRUE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,F,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,F,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,F,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,F,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,Avalanche
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,F,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,F,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,F,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,Avalanche
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Baruntse,2001,Autumn,M,FALSE,FALSE,AMS
Baruntse,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,F,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,TRUE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,F,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,F,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,F,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,AMS
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,F,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,Exposure / frostbite
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,F,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,AMS
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,AMS
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,AMS
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,F,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,AMS
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,F,FALSE,FALSE,Illness (non-AMS)
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,Illness (non-AMS)
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,F,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,F,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,F,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,AMS
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,F,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,TRUE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,F,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,M,FALSE,FALSE,NA
Cho Oyu,2001,Autumn,F,FALSE,FALSE,NA
Cholatse,2001,Winter,M,FALSE,FALSE,NA
Cholatse,2001,Winter,M,FALSE,FALSE,NA
Cholatse,2001,Winter,M,FALSE,FALSE,NA
Cholatse,2001,Winter,M,FALSE,FALSE,NA
Cholatse,2001,Winter,M,FALSE,FALSE,NA
Cholatse,2001,Winter,M,FALSE,FALSE,NA
Cholatse,2001,Winter,M,FALSE,FALSE,NA
Cholatse,2001,Winter,M,FALSE,FALSE,NA
Cholatse,2001,Winter,M,FALSE,FALSE,NA
Cholatse,2001,Winter,M,FALSE,FALSE,NA
Cholatse,2001,Winter,M,FALSE,FALSE,NA
Cholatse,2001,Winter,M,TRUE,FALSE,NA
Cholatse,2001,Winter,M,TRUE,FALSE,NA
Dhaulagiri I,2001,Autumn,F,FALSE,FALSE,NA
Dhaulagiri I,2001,Autumn,M,FALSE,FALSE,NA
Dhaulagiri I,2001,Autumn,M,FALSE,TRUE,NA
Dhaulagiri I,2001,Autumn,M,FALSE,FALSE,NA
Dhaulagiri I,2001,Autumn,M,TRUE,FALSE,NA
Dhaulagiri I,2001,Autumn,F,FALSE,FALSE,NA
Dhaulagiri I,2001,Autumn,M,FALSE,FALSE,NA
Dhaulagiri I,2001,Autumn,M,TRUE,FALSE,NA
Dhaulagiri I,2001,Autumn,M,TRUE,FALSE,NA
Dhaulagiri I,2001,Autumn,M,FALSE,FALSE,NA
Dhaulagiri I,2001,Autumn,M,FALSE,FALSE,NA
Dhaulagiri I,2001,Autumn,M,FALSE,FALSE,NA
Dhaulagiri I,2001,Autumn,M,TRUE,FALSE,NA
Dhaulagiri I,2001,Autumn,M,FALSE,FALSE,NA
Dhaulagiri I,2001,Autumn,M,FALSE,FALSE,NA
Dhaulagiri I,2001,Autumn,M,FALSE,FALSE,NA
Dhaulagiri I,2001,Autumn,F,FALSE,FALSE,NA
Dhaulagiri I,2001,Autumn,M,TRUE,FALSE,NA
Dhaulagiri I,2001,Autumn,M,FALSE,FALSE,NA
Dhaulagiri I,2001,Autumn,F,FALSE,FALSE,NA
Dhaulagiri I,2001,Autumn,M,FALSE,FALSE,NA
Dhaulagiri I,2001,Autumn,M,FALSE,FALSE,NA
Dhaulagiri I,2001,Autumn,M,FALSE,FALSE,NA
Dhaulagiri I,2001,Autumn,M,FALSE,FALSE,NA
Dhaulagiri I,2001,Autumn,M,TRUE,FALSE,NA
Dhaulagiri I,2001,Autumn,M,FALSE,FALSE,NA
Dhampus,2001,Autumn,F,FALSE,FALSE,NA
Dhampus,2001,Autumn,F,FALSE,FALSE,NA
Dhampus,2001,Autumn,M,FALSE,FALSE,NA
Dhampus,2001,Autumn,M,FALSE,FALSE,NA
Dhampus,2001,Autumn,M,FALSE,FALSE,NA
Dhampus,2001,Autumn,M,FALSE,FALSE,NA
Dhampus,2001,Autumn,M,FALSE,FALSE,NA
Dhampus,2001,Autumn,F,FALSE,FALSE,NA
Dhampus,2001,Autumn,F,FALSE,FALSE,NA
Dhampus,2001,Autumn,M,FALSE,FALSE,NA
Dhampus,2001,Autumn,M,FALSE,FALSE,NA
Dorje Lhakpa,2001,Autumn,M,FALSE,FALSE,NA
Dorje Lhakpa,2001,Autumn,M,TRUE,FALSE,NA
Dorje Lhakpa,2001,Autumn,M,TRUE,FALSE,NA
Dorje Lhakpa,2001,Autumn,F,FALSE,FALSE,NA
Dorje Lhakpa,2001,Autumn,M,FALSE,FALSE,NA
Dorje Lhakpa,2001,Autumn,M,TRUE,FALSE,NA
Dorje Lhakpa,2001,Autumn,M,TRUE,FALSE,NA
Everest,2001,Autumn,M,FALSE,FALSE,NA
Everest,2001,Autumn,M,FALSE,FALSE,NA
Everest,2001,Autumn,M,FALSE,FALSE,NA
Everest,2001,Autumn,M,FALSE,FALSE,NA
Everest,2001,Autumn,M,FALSE,FALSE,NA
Everest,2001,Autumn,M,FALSE,FALSE,NA
Everest,2001,Autumn,M,FALSE,FALSE,Illness (non-AMS)
Everest,2001,Autumn,M,FALSE,FALSE,NA
Everest,2001,Autumn,M,FALSE,FALSE,NA
Everest,2001,Autumn,M,FALSE,FALSE,NA
Everest,2001,Autumn,M,FALSE,FALSE,NA
Everest,2001,Autumn,M,FALSE,FALSE,NA
Everest,2001,Autumn,M,FALSE,FALSE,NA
Everest,2001,Autumn,M,FALSE,FALSE,NA
Everest,2001,Autumn,M,FALSE,FALSE,NA
Everest,2001,Autumn,M,FALSE,FALSE,NA
Everest,2001,Autumn,F,FALSE,FALSE,NA
Everest,2001,Autumn,M,FALSE,FALSE,NA
Everest,2001,Autumn,M,FALSE,FALSE,NA
Everest,2001,Autumn,M,FALSE,TRUE,NA
Everest,2001,Autumn,M,FALSE,FALSE,NA
Everest,2001,Autumn,M,FALSE,FALSE,Exposure / frostbite
Everest,2001,Autumn,M,FALSE,FALSE,NA
Everest,2001,Autumn,M,FALSE,FALSE,NA
Everest,2001,Autumn,M,FALSE,FALSE,NA
Everest,2001,Autumn,M,FALSE,FALSE,NA
Everest,2001,Autumn,F,FALSE,FALSE,NA
Everest,2001,Autumn,F,FALSE,FALSE,NA
Ganesh VI,1981,Spring,M,FALSE,FALSE,NA
Ganesh VI,1981,Spring,M,FALSE,FALSE,NA
Ganesh VI,1981,Spring,M,TRUE,FALSE,NA
Ganesh VI,1981,Spring,M,TRUE,FALSE,NA
Ganesh VI,1981,Spring,M,FALSE,FALSE,NA
Ganesh VI,1981,Spring,M,FALSE,FALSE,NA
Ganesh VI,1981,Spring,M,FALSE,FALSE,NA
Ganesh VI,1981,Spring,M,FALSE,FALSE,NA
Ganesh VI,1981,Spring,M,FALSE,FALSE,NA
Ganesh VI,1981,Spring,M,FALSE,FALSE,NA
Gurkarpo Ri,2001,Winter,M,FALSE,FALSE,NA
Gurkarpo Ri,2001,Winter,M,FALSE,FALSE,NA
Gurkarpo Ri,2001,Winter,M,FALSE,FALSE,NA
Gurkarpo Ri,2001,Winter,M,FALSE,FALSE,NA
Hungchhi,2001,Autumn,M,FALSE,FALSE,NA
Hungchhi,2001,Autumn,M,FALSE,FALSE,NA
Hungchhi,2001,Autumn,M,FALSE,FALSE,NA
Hungchhi,2001,Autumn,M,FALSE,FALSE,NA
Kang Guru,2001,Autumn,M,TRUE,FALSE,NA
Kang Guru,2001,Autumn,F,FALSE,FALSE,NA
Kang Guru,2001,Autumn,M,TRUE,FALSE,NA
Kang Guru,2001,Autumn,M,TRUE,FALSE,NA
Kang Guru,2001,Autumn,M,TRUE,FALSE,NA
Kang Guru,2001,Autumn,M,FALSE,FALSE,NA
Kang Guru,2001,Autumn,M,FALSE,FALSE,NA
Kang Guru,2001,Autumn,M,FALSE,FALSE,Fall
Kang Guru,2001,Autumn,M,FALSE,FALSE,NA
Kang Guru,2001,Autumn,M,FALSE,FALSE,NA
Kangtega,2001,Winter,M,TRUE,FALSE,NA
Kangtega,2001,Winter,M,TRUE,FALSE,NA
Kangtega,2001,Winter,M,TRUE,FALSE,NA
Langtang Lirung,2001,Autumn,M,FALSE,FALSE,NA
Langtang Lirung,2001,Autumn,M,FALSE,FALSE,NA
Langtang Lirung,2001,Autumn,M,FALSE,FALSE,NA
Langtang Lirung,2001,Autumn,M,FALSE,FALSE,NA
Langtang Lirung,2001,Autumn,F,FALSE,FALSE,NA
Langtang Lirung,2001,Autumn,F,FALSE,FALSE,NA
Langtang Lirung,2001,Autumn,M,FALSE,FALSE,NA
Langtang Lirung,2001,Autumn,M,FALSE,FALSE,NA
Lhotse,2001,Winter,M,FALSE,FALSE,NA
Lhotse,2001,Winter,M,FALSE,FALSE,NA
Lhotse,2001,Winter,M,FALSE,FALSE,NA
Lhotse,2001,Winter,M,FALSE,FALSE,Illness (non-AMS)
Lhotse,2001,Winter,M,FALSE,FALSE,NA
Lhotse,2001,Winter,M,FALSE,FALSE,NA
Lhotse,2001,Winter,M,FALSE,FALSE,AMS
Makalu II,2001,Autumn,M,FALSE,FALSE,NA
Makalu II,2001,Autumn,M,TRUE,FALSE,NA
Makalu II,2001,Autumn,M,FALSE,FALSE,NA
Makalu II,2001,Autumn,M,TRUE,FALSE,NA
Makalu II,2001,Autumn,M,TRUE,FALSE,NA
Makalu II,2001,Autumn,M,TRUE,FALSE,NA
Makalu II,2001,Autumn,M,TRUE,FALSE,NA
Makalu II,2001,Autumn,M,TRUE,FALSE,NA
Makalu II,2001,Autumn,M,TRUE,FALSE,NA
Makalu II,2001,Autumn,M,TRUE,FALSE,NA
Manaslu,2001,Autumn,M,FALSE,FALSE,NA
Manaslu,2001,Autumn,M,FALSE,FALSE,NA
Manaslu,2001,Autumn,M,FALSE,FALSE,NA
Manaslu,2001,Autumn,M,FALSE,FALSE,NA
Manaslu,2001,Autumn,M,FALSE,FALSE,NA
Manaslu,2001,Autumn,M,TRUE,FALSE,NA
Manaslu,2001,Autumn,M,FALSE,TRUE,NA
Manaslu,2001,Autumn,F,TRUE,FALSE,NA
Manaslu,2001,Autumn,M,TRUE,FALSE,NA
Manaslu,2001,Autumn,M,FALSE,FALSE,NA
Manaslu,2001,Autumn,M,TRUE,FALSE,NA
Manaslu,2001,Autumn,M,TRUE,FALSE,NA
Manaslu,2001,Autumn,M,TRUE,FALSE,NA
Makalu,2001,Autumn,M,FALSE,FALSE,NA
Makalu,2001,Autumn,M,FALSE,FALSE,NA
Makalu,2001,Autumn,M,FALSE,FALSE,NA
Makalu,2001,Autumn,M,FALSE,FALSE,NA
Makalu,2001,Autumn,M,FALSE,FALSE,NA
Makalu,2001,Autumn,M,FALSE,FALSE,NA
Nemjung,2001,Winter,M,FALSE,FALSE,NA
Nemjung,2001,Winter,M,FALSE,FALSE,NA
Nemjung,2001,Winter,M,FALSE,FALSE,NA
Numbur,2001,Autumn,M,FALSE,FALSE,NA
Numbur,2001,Autumn,M,FALSE,FALSE,NA
Numbur,2001,Autumn,M,FALSE,FALSE,NA
Numbur,2001,Autumn,M,FALSE,FALSE,NA
